transaction_id,timestamp,amount,merchant_category,card_present,hour_of_day,day_of_week,country_mismatch,previous_fraud_flag,is_fraud
TXN0001085,2024-03-18 08:43:20,20.67,retail,1,8,0,0,0,0
TXN0001086,2024-03-18 08:56:38,70.69,online,1,8,0,0,0,0
TXN0001087,2024-03-18 10:24:40,41.08,restaurant,1,10,0,0,0,0
TXN0001088,2024-03-18 11:32:51,80.86,online,1,11,0,0,0,0
TXN0001089,2024-03-18 18:32:11,37.79,restaurant,1,18,0,0,0,0
TXN0001090,2024-03-19 01:09:28,4.5,online,1,1,1,0,0,0
TXN0001091,2024-03-19 03:26:54,111.11,grocery,1,3,1,0,0,0
TXN0001092,2024-03-19 05:29:57,29.81,grocery,1,5,1,0,0,0
TXN0001093,2024-03-19 07:21:41,85.41,healthcare,0,7,1,0,0,0
TXN0001094,2024-03-19 07:45:42,75.81,entertainment,1,7,1,0,0,0
TXN0001095,2024-03-19 08:21:35,13.09,entertainment,1,8,1,1,0,0
TXN0001096,2024-03-19 10:09:42,11.05,fuel,1,10,1,0,0,0
TXN0001097,2024-03-19 12:57:42,72.71,retail,1,12,1,0,0,0
TXN0001098,2024-03-19 13:32:06,23.01,restaurant,0,13,1,0,0,0
TXN0001099,2024-03-19 15:13:35,101.87,grocery,1,15,1,0,0,0
TXN0001100,2024-03-19 15:42:45,26.74,retail,1,15,1,0,0,0
TXN0001101,2024-03-19 15:44:14,113.08,grocery,0,15,1,0,0,0
TXN0001102,2024-03-19 16:07:52,55.03,fuel,1,16,1,0,0,0
TXN0001103,2024-03-19 16:53:43,46.79,grocery,1,16,1,0,0,0
TXN0001104,2024-03-19 19:30:04,21.14,grocery,1,19,1,0,0,0
TXN0001105,2024-03-19 22:31:08,43.77,grocery,0,22,1,0,0,0
TXN0001106,2024-03-19 23:16:33,138.58,grocery,1,23,1,0,0,0
TXN0001107,2024-03-20 01:36:42,31.03,grocery,1,1,2,0,0,0
TXN0001108,2024-03-20 03:40:54,62.64,travel,1,3,2,0,0,0
TXN0001109,2024-03-20 04:11:06,35.01,restaurant,1,4,2,0,0,0
TXN0001110,2024-03-20 10:25:33,38.46,retail,1,10,2,0,0,0
TXN0001111,2024-03-20 19:50:56,261.93,entertainment,1,19,2,0,0,0
TXN0001112,2024-03-20 21:11:02,140.06,retail,1,21,2,0,0,0
TXN0001113,2024-03-20 23:37:44,36.43,travel,1,23,2,1,0,0
TXN0001114,2024-03-21 00:05:51,42.83,restaurant,1,0,3,0,1,0
TXN0001115,2024-03-21 02:44:33,14.26,grocery,0,2,3,0,0,0
TXN0001116,2024-03-21 03:31:02,26.91,restaurant,0,3,3,0,0,1
TXN0001117,2024-03-21 08:34:59,48.0,fuel,0,8,3,0,1,0
TXN0001118,2024-03-21 14:11:23,91.9,retail,0,14,3,0,0,0
TXN0001119,2024-03-21 17:48:53,81.37,restaurant,1,17,3,0,0,0
TXN0001120,2024-03-21 19:38:01,8.75,retail,0,19,3,0,0,0
TXN0001121,2024-03-21 21:14:56,106.95,online,1,21,3,0,0,0
TXN0001122,2024-03-21 22:25:29,29.77,travel,0,22,3,0,0,0
TXN0001123,2024-03-22 00:05:24,10.13,retail,1,0,4,0,0,0
TXN0001124,2024-03-22 00:21:38,164.62,entertainment,1,0,4,0,0,0
TXN0001125,2024-03-22 01:37:07,191.7,travel,1,1,4,0,0,0
TXN0001126,2024-03-22 03:53:01,45.44,travel,0,3,4,1,0,0
TXN0001127,2024-03-22 03:56:34,77.52,grocery,0,3,4,1,0,0
TXN0001128,2024-03-22 12:00:51,83.17,grocery,0,12,4,0,0,0
TXN0001129,2024-03-22 13:08:28,176.78,fuel,1,13,4,0,0,0
TXN0001130,2024-03-22 14:22:37,79.34,retail,1,14,4,0,0,0
TXN0001131,2024-03-22 14:39:04,6.73,restaurant,0,14,4,0,0,0
TXN0001132,2024-03-22 14:45:54,369.36,retail,1,14,4,0,0,0
TXN0001133,2024-03-22 17:45:50,118.96,grocery,1,17,4,0,0,0
TXN0001134,2024-03-22 21:52:59,17.97,online,1,21,4,0,0,0
TXN0001135,2024-03-22 23:33:15,9.63,grocery,1,23,4,0,0,0
TXN0001136,2024-03-22 23:36:55,60.69,online,0,23,4,1,0,0
TXN0001137,2024-03-23 00:16:47,23.71,retail,1,0,5,0,0,0
TXN0001138,2024-03-23 01:44:54,49.2,restaurant,0,1,5,0,0,0
TXN0001139,2024-03-23 04:33:22,80.81,grocery,0,4,5,0,0,1
TXN0001140,2024-03-23 08:11:36,16.78,online,1,8,5,0,0,0
TXN0001141,2024-03-23 08:40:34,8.68,grocery,1,8,5,0,0,0
TXN0001142,2024-03-23 10:28:57,52.61,grocery,1,10,5,0,0,0
TXN0001143,2024-03-23 11:08:15,17.46,online,1,11,5,0,1,0
TXN0001144,2024-03-23 11:20:22,39.46,restaurant,1,11,5,0,0,0
TXN0001145,2024-03-23 14:29:09,6.61,restaurant,0,14,5,0,0,0
TXN0001146,2024-03-23 17:51:25,24.47,grocery,1,17,5,0,0,0
TXN0001147,2024-03-23 18:09:24,78.1,online,1,18,5,0,0,0
TXN0001148,2024-03-23 18:27:14,68.52,restaurant,0,18,5,0,0,0
TXN0001149,2024-03-23 19:43:33,12.86,grocery,0,19,5,0,0,0
TXN0001150,2024-03-23 22:36:40,8.15,restaurant,1,22,5,0,0,0
TXN0001151,2024-03-24 02:18:41,33.75,grocery,1,2,6,0,0,0
TXN0001152,2024-03-24 04:07:18,64.93,restaurant,1,4,6,0,0,0
TXN0001153,2024-03-24 04:59:51,53.85,grocery,1,4,6,0,0,0
TXN0001154,2024-03-24 05:53:30,17.91,grocery,1,5,6,0,0,0
TXN0001155,2024-03-24 07:29:42,47.34,restaurant,1,7,6,0,0,0
TXN0001156,2024-03-24 10:56:07,200.9,entertainment,1,10,6,0,0,0
TXN0001157,2024-03-24 13:01:59,42.36,grocery,0,13,6,0,0,0
TXN0001158,2024-03-24 14:11:59,4.67,grocery,1,14,6,0,0,0
TXN0001159,2024-03-24 19:47:12,42.26,entertainment,0,19,6,0,0,0
TXN0001160,2024-03-25 00:40:28,384.81,entertainment,1,0,0,0,0,0
TXN0001161,2024-03-25 03:37:15,7.06,travel,1,3,0,0,0,0
TXN0001162,2024-03-25 04:44:56,34.32,grocery,1,4,0,0,0,0
TXN0001163,2024-03-25 05:03:25,25.24,restaurant,0,5,0,0,0,0
TXN0001164,2024-03-25 05:20:15,37.15,grocery,1,5,0,0,0,0
TXN0001165,2024-03-25 10:01:03,41.81,grocery,1,10,0,0,0,0
TXN0001166,2024-03-25 10:31:32,130.06,restaurant,1,10,0,0,0,0
TXN0001167,2024-03-25 21:18:45,36.66,retail,0,21,0,0,0,0
TXN0001168,2024-03-25 21:46:55,153.35,restaurant,1,21,0,0,0,0
TXN0001169,2024-03-25 21:55:58,28.76,retail,1,21,0,0,0,0
TXN0001170,2024-03-25 23:47:09,21.75,restaurant,0,23,0,0,0,0
TXN0001171,2024-03-26 00:16:59,14.83,restaurant,1,0,1,0,0,0
TXN0001172,2024-03-26 02:36:29,3.74,online,1,2,1,0,0,0
TXN0001173,2024-03-26 06:48:08,46.11,entertainment,1,6,1,0,0,0
TXN0001174,2024-03-26 09:18:35,389.48,restaurant,0,9,1,1,0,0
TXN0001175,2024-03-26 10:07:01,57.39,retail,0,10,1,0,0,0
TXN0001176,2024-03-26 14:25:09,75.5,restaurant,1,14,1,0,1,0
TXN0001177,2024-03-26 14:31:40,20.17,grocery,0,14,1,0,0,0
TXN0001178,2024-03-26 16:00:09,24.7,online,0,16,1,0,0,0
TXN0001179,2024-03-26 17:11:59,107.94,grocery,1,17,1,0,0,0
TXN0001180,2024-03-26 19:27:02,368.87,restaurant,1,19,1,0,1,0
TXN0001181,2024-03-26 20:33:00,197.46,retail,1,20,1,1,0,0
TXN0001182,2024-03-26 20:50:45,87.03,grocery,1,20,1,0,0,0
TXN0001183,2024-03-26 22:04:35,34.54,grocery,1,22,1,0,0,0
TXN0001184,2024-03-26 22:30:30,42.59,restaurant,0,22,1,1,0,0
TXN0001185,2024-03-27 00:48:26,13.41,fuel,1,0,2,0,0,0
TXN0001186,2024-03-27 03:20:09,5.83,retail,1,3,2,1,0,0
TXN0001187,2024-03-27 05:49:00,8.57,restaurant,1,5,2,0,0,0
TXN0001188,2024-03-27 06:31:02,35.15,grocery,1,6,2,1,0,0
TXN0001189,2024-03-27 07:20:58,23.33,retail,1,7,2,0,0,0
TXN0001190,2024-03-27 08:23:31,5.68,grocery,1,8,2,0,0,0
TXN0001191,2024-03-27 09:09:44,31.66,retail,1,9,2,1,0,0
TXN0001192,2024-03-27 09:30:34,22.6,online,1,9,2,0,0,0
TXN0001193,2024-03-27 09:53:06,8.11,restaurant,1,9,2,0,0,0
TXN0001194,2024-03-27 12:39:49,21.24,restaurant,0,12,2,0,0,0
TXN0001195,2024-03-27 16:48:44,22.53,grocery,1,16,2,0,0,0
TXN0001196,2024-03-27 17:53:14,15.8,grocery,1,17,2,0,0,0
TXN0001197,2024-03-27 20:44:45,100.69,retail,1,20,2,0,0,0
TXN0001198,2024-03-27 23:50:43,3.38,entertainment,1,23,2,0,0,0
TXN0001199,2024-03-28 00:13:05,3.06,grocery,1,0,3,0,0,0
TXN0001200,2024-03-28 00:57:57,33.25,retail,1,0,3,0,0,0
TXN0001201,2024-03-28 01:43:21,37.16,travel,1,1,3,0,0,0
TXN0001202,2024-03-28 03:35:32,53.79,grocery,0,3,3,0,1,0
TXN0001203,2024-03-28 09:19:50,17.34,grocery,1,9,3,0,0,0
TXN0001204,2024-03-28 09:52:30,11.01,restaurant,0,9,3,0,0,0
TXN0001205,2024-03-28 10:31:34,32.83,travel,0,10,3,0,0,0
TXN0001206,2024-03-28 13:19:53,19.49,retail,0,13,3,0,0,0
TXN0001207,2024-03-28 15:20:49,213.0,online,1,15,3,0,0,0
TXN0001208,2024-03-28 16:22:55,22.44,entertainment,0,16,3,0,0,0
TXN0001209,2024-03-28 16:34:50,31.07,online,1,16,3,0,0,0
TXN0001210,2024-03-28 16:35:16,645.81,healthcare,0,16,3,0,0,0
TXN0001211,2024-03-28 19:10:55,26.21,online,1,19,3,0,0,0
TXN0001212,2024-03-28 20:37:56,64.55,online,0,20,3,0,0,1
TXN0001213,2024-03-28 20:59:48,71.92,online,0,20,3,0,0,0
TXN0001214,2024-03-28 21:39:13,79.65,online,0,21,3,0,0,0
TXN0001215,2024-03-28 22:31:17,46.87,online,1,22,3,0,0,0
TXN0001216,2024-03-28 22:54:08,41.79,fuel,0,22,3,0,0,0
TXN0001217,2024-03-29 02:25:09,37.35,retail,1,2,4,0,0,0
TXN0001218,2024-03-29 04:09:38,16.59,travel,0,4,4,0,0,0
TXN0001219,2024-03-29 04:45:24,48.94,retail,1,4,4,0,0,0
TXN0001220,2024-03-29 05:17:18,377.8,online,0,5,4,0,0,0
TXN0001221,2024-03-29 07:08:43,141.57,retail,1,7,4,0,0,0
TXN0001222,2024-03-29 12:08:59,47.69,online,1,12,4,0,0,0
TXN0001223,2024-03-29 17:49:44,92.48,online,1,17,4,0,0,1
TXN0001224,2024-03-29 21:54:26,11.67,fuel,1,21,4,0,0,0
TXN0001225,2024-03-29 22:25:33,24.23,grocery,1,22,4,0,0,0
TXN0001226,2024-03-29 22:31:36,103.28,travel,0,22,4,0,0,0
TXN0001227,2024-03-29 23:22:29,197.28,online,0,23,4,0,0,0
TXN0001228,2024-03-30 00:19:46,13.13,fuel,0,0,5,0,0,0
TXN0001229,2024-03-30 02:10:51,18.54,entertainment,0,2,5,0,0,0
TXN0001230,2024-03-30 03:14:08,453.8,retail,1,3,5,0,0,0
TXN0001231,2024-03-30 04:04:19,37.17,retail,1,4,5,0,0,0
TXN0001232,2024-03-30 05:24:52,295.31,grocery,1,5,5,0,0,0
TXN0001233,2024-03-30 05:37:55,42.45,healthcare,1,5,5,0,0,1
TXN0001234,2024-03-30 07:59:06,44.5,restaurant,1,7,5,0,0,0
TXN0001235,2024-03-30 08:25:02,22.95,online,0,8,5,0,0,0
TXN0001236,2024-03-30 09:10:23,102.62,online,1,9,5,0,0,0
TXN0001237,2024-03-30 11:40:02,168.9,retail,0,11,5,0,0,0
TXN0001238,2024-03-30 12:28:06,9.56,grocery,1,12,5,0,0,0
TXN0001239,2024-03-30 14:24:54,21.69,grocery,0,14,5,0,0,0
TXN0001240,2024-03-30 15:09:30,99.29,online,1,15,5,0,0,0
TXN0001241,2024-03-30 16:19:47,28.35,retail,0,16,5,1,0,0
TXN0001242,2024-03-30 17:52:12,18.32,grocery,1,17,5,0,0,0
TXN0001243,2024-03-30 18:13:44,111.21,online,1,18,5,0,0,0
TXN0001244,2024-03-30 18:16:31,124.48,restaurant,1,18,5,0,0,0
TXN0001245,2024-03-30 19:32:36,19.31,entertainment,1,19,5,0,0,0
TXN0001246,2024-03-30 21:27:06,42.73,restaurant,1,21,5,0,0,0
TXN0001247,2024-03-30 22:02:44,7.77,grocery,1,22,5,0,0,0
TXN0001248,2024-03-31 00:55:12,11.31,grocery,1,0,6,0,0,0
TXN0001249,2024-03-31 01:18:41,38.44,retail,0,1,6,0,0,0
TXN0001250,2024-03-31 02:33:39,34.39,retail,1,2,6,1,0,0
TXN0001251,2024-03-31 04:47:06,10.38,online,1,4,6,0,0,0
TXN0001252,2024-03-31 06:03:34,14.02,retail,0,6,6,0,1,0
TXN0001253,2024-03-31 09:31:43,9.23,restaurant,1,9,6,0,0,0
TXN0001254,2024-03-31 11:04:28,57.17,restaurant,0,11,6,0,0,0
TXN0001255,2024-03-31 13:53:53,3.12,restaurant,1,13,6,1,0,0
TXN0001256,2024-03-31 15:00:58,9.84,fuel,1,15,6,0,0,0
TXN0001257,2024-03-31 15:03:27,3.54,grocery,1,15,6,0,1,0
TXN0001258,2024-03-31 15:40:12,54.75,healthcare,1,15,6,0,0,0
TXN0001259,2024-03-31 16:02:24,3.81,restaurant,1,16,6,0,0,0
TXN0001260,2024-03-31 16:38:09,34.4,grocery,0,16,6,0,0,0
TXN0001261,2024-03-31 18:40:23,236.85,grocery,1,18,6,0,0,0
TXN0001262,2024-04-01 00:38:06,246.69,grocery,0,0,0,0,0,0
TXN0001263,2024-04-01 01:04:42,3.79,online,1,1,0,0,0,0
TXN0001264,2024-04-01 01:38:49,47.37,retail,1,1,0,0,0,0
TXN0001265,2024-04-01 04:14:11,10.11,restaurant,0,4,0,0,1,0
TXN0001266,2024-04-01 05:54:30,7.91,travel,0,5,0,0,0,0
TXN0001267,2024-04-01 09:47:37,28.9,travel,1,9,0,0,0,0
TXN0001268,2024-04-01 10:29:43,144.6,fuel,1,10,0,0,0,0
TXN0001269,2024-04-01 11:16:17,68.01,fuel,1,11,0,0,0,0
TXN0001270,2024-04-01 13:28:16,14.04,travel,1,13,0,0,0,0
TXN0001271,2024-04-01 18:25:05,77.17,online,0,18,0,0,0,0
TXN0001272,2024-04-01 22:45:56,2.24,online,1,22,0,0,1,0
TXN0001273,2024-04-02 03:20:30,13.42,retail,0,3,1,0,0,0
TXN0001274,2024-04-02 08:00:41,12.32,travel,1,8,1,0,0,0
TXN0001275,2024-04-02 08:35:03,36.38,grocery,1,8,1,0,0,0
TXN0001276,2024-04-02 09:53:49,25.96,online,1,9,1,0,0,0
TXN0001277,2024-04-02 10:31:04,27.94,fuel,1,10,1,0,0,0
TXN0001278,2024-04-02 10:58:28,26.85,grocery,1,10,1,0,0,0
TXN0001279,2024-04-02 11:38:17,34.02,online,0,11,1,0,0,0
TXN0001280,2024-04-02 14:06:03,63.32,fuel,0,14,1,0,0,0
TXN0001281,2024-04-02 19:20:53,39.61,grocery,0,19,1,0,0,0
TXN0001282,2024-04-02 21:15:37,23.54,retail,1,21,1,0,0,0
TXN0001283,2024-04-02 21:51:07,53.63,fuel,0,21,1,0,0,0
TXN0001284,2024-04-02 22:44:08,89.24,fuel,0,22,1,0,0,0
TXN0001285,2024-04-02 23:25:13,16.99,grocery,0,23,1,0,0,0
TXN0001286,2024-04-03 02:44:12,30.84,restaurant,1,2,2,0,0,0
TXN0001287,2024-04-03 04:01:57,133.52,travel,1,4,2,0,0,0
TXN0001288,2024-04-03 07:36:14,8.82,grocery,0,7,2,0,0,0
TXN0001289,2024-04-03 09:03:04,288.77,restaurant,1,9,2,0,1,0
TXN0001290,2024-04-03 10:15:15,6.64,grocery,1,10,2,0,0,0
TXN0001291,2024-04-03 16:52:57,21.88,grocery,1,16,2,1,0,0
TXN0001292,2024-04-03 20:59:41,10.59,retail,1,20,2,0,0,0
TXN0001293,2024-04-03 22:34:53,457.38,travel,1,22,2,0,0,0
TXN0001294,2024-04-03 23:01:11,18.1,travel,0,23,2,0,0,0
TXN0001295,2024-04-03 23:16:44,18.16,online,1,23,2,0,0,0
TXN0001296,2024-04-03 23:38:07,21.22,restaurant,1,23,2,0,0,0
TXN0001297,2024-04-04 00:41:11,37.14,restaurant,1,0,3,0,0,0
TXN0001298,2024-04-04 00:43:43,22.33,grocery,0,0,3,0,0,0
TXN0001299,2024-04-04 02:24:06,28.23,grocery,1,2,3,0,0,0
TXN0001300,2024-04-04 03:09:05,0.5,restaurant,1,3,3,0,0,0
TXN0001301,2024-04-04 08:47:42,35.47,grocery,1,8,3,0,0,0
TXN0001302,2024-04-04 08:57:39,33.83,grocery,1,8,3,0,0,0
TXN0001303,2024-04-04 09:05:32,115.16,grocery,0,9,3,0,1,0
TXN0001304,2024-04-04 10:35:28,159.31,travel,1,10,3,0,1,0
TXN0001305,2024-04-04 11:15:14,26.44,retail,0,11,3,1,0,0
TXN0001306,2024-04-04 11:24:00,88.19,fuel,1,11,3,0,0,0
TXN0001307,2024-04-04 14:18:11,8.83,online,0,14,3,0,0,0
TXN0001308,2024-04-04 16:41:34,83.16,retail,1,16,3,0,1,0
TXN0001309,2024-04-04 23:13:03,16.66,grocery,1,23,3,0,0,0
TXN0001310,2024-04-04 23:36:54,7.99,retail,1,23,3,0,0,0
TXN0001311,2024-04-05 00:39:11,26.5,grocery,1,0,4,0,0,0
TXN0001312,2024-04-05 03:13:39,177.78,retail,0,3,4,0,0,0
TXN0001313,2024-04-05 03:45:54,41.15,restaurant,0,3,4,1,0,0
TXN0001314,2024-04-05 04:45:58,199.49,restaurant,1,4,4,0,0,0
TXN0001315,2024-04-05 07:35:11,13.48,restaurant,1,7,4,0,0,0
TXN0001316,2024-04-05 08:26:07,116.45,travel,0,8,4,0,0,0
TXN0001317,2024-04-05 14:12:44,15.14,online,0,14,4,0,0,0
TXN0001318,2024-04-05 16:00:59,43.4,online,1,16,4,0,0,0
TXN0001319,2024-04-05 19:09:14,42.95,retail,1,19,4,1,0,0
TXN0001320,2024-04-05 21:30:40,73.24,retail,1,21,4,0,0,0
TXN0001321,2024-04-05 22:45:10,44.74,grocery,0,22,4,0,0,0
TXN0001322,2024-04-05 23:40:53,13.64,online,1,23,4,0,0,0
TXN0001323,2024-04-06 00:51:25,95.24,retail,0,0,5,0,0,0
TXN0001324,2024-04-06 02:39:33,264.54,restaurant,1,2,5,0,0,0
TXN0001325,2024-04-06 03:48:57,16.44,restaurant,1,3,5,0,0,0
TXN0001326,2024-04-06 04:02:41,3.66,fuel,1,4,5,0,0,0
TXN0001327,2024-04-06 04:28:40,60.29,retail,0,4,5,0,0,0
TXN0001328,2024-04-06 07:17:12,22.26,retail,1,7,5,0,0,0
TXN0001329,2024-04-06 13:22:07,28.29,retail,0,13,5,0,0,0
TXN0001330,2024-04-06 13:40:14,64.55,restaurant,1,13,5,0,0,0
TXN0001331,2024-04-06 13:52:30,19.15,retail,0,13,5,0,0,0
TXN0001332,2024-04-06 14:52:28,23.98,restaurant,0,14,5,1,0,0
TXN0001333,2024-04-06 15:35:36,29.37,retail,0,15,5,0,0,0
TXN0001334,2024-04-06 15:42:39,193.2,travel,1,15,5,0,0,0
TXN0001335,2024-04-06 15:53:16,34.33,grocery,0,15,5,0,0,0
TXN0001336,2024-04-06 17:17:46,7.52,online,1,17,5,0,0,0
TXN0001337,2024-04-06 19:16:11,7.88,restaurant,1,19,5,0,0,0
TXN0001338,2024-04-06 20:46:39,39.14,travel,0,20,5,0,0,0
TXN0001339,2024-04-06 23:09:29,8.54,travel,0,23,5,0,0,0
TXN0001340,2024-04-07 00:29:25,5.08,travel,1,0,6,0,0,0
TXN0001341,2024-04-07 00:35:49,71.0,retail,0,0,6,0,0,0
TXN0001342,2024-04-07 01:01:15,75.29,fuel,1,1,6,0,0,0
TXN0001343,2024-04-07 02:25:49,21.29,retail,0,2,6,0,0,0
TXN0001344,2024-04-07 03:00:49,47.11,online,0,3,6,0,0,0
TXN0001345,2024-04-07 06:13:07,41.5,travel,0,6,6,1,0,0
TXN0001346,2024-04-07 10:42:24,68.23,grocery,0,10,6,0,1,0
TXN0001347,2024-04-07 10:59:32,68.42,restaurant,0,10,6,0,0,0
TXN0001348,2024-04-07 14:31:20,1.45,restaurant,1,14,6,0,0,0
TXN0001349,2024-04-07 16:49:33,24.81,restaurant,1,16,6,0,0,0
TXN0001350,2024-04-07 20:25:31,61.65,restaurant,1,20,6,0,0,0
TXN0001351,2024-04-07 23:18:01,20.24,restaurant,0,23,6,0,0,0
TXN0001352,2024-04-08 01:44:30,34.59,retail,1,1,0,0,0,0
TXN0001353,2024-04-08 02:22:36,81.52,grocery,0,2,0,0,0,0
TXN0001354,2024-04-08 03:13:02,36.49,online,1,3,0,0,0,0
TXN0001355,2024-04-08 03:19:26,202.25,retail,0,3,0,0,0,0
TXN0001356,2024-04-08 05:34:59,128.05,travel,1,5,0,0,0,0
TXN0001357,2024-04-08 08:59:39,28.72,grocery,0,8,0,0,0,0
TXN0001358,2024-04-08 09:11:21,26.11,retail,0,9,0,1,0,0
TXN0001359,2024-04-08 16:11:12,1.08,grocery,1,16,0,0,0,0
TXN0001360,2024-04-08 16:11:38,22.38,travel,0,16,0,0,0,0
TXN0001361,2024-04-08 17:53:09,6.53,restaurant,1,17,0,0,0,0
TXN0001362,2024-04-08 18:44:15,43.18,fuel,0,18,0,0,0,0
TXN0001363,2024-04-08 19:18:13,39.78,restaurant,0,19,0,0,0,0
TXN0001364,2024-04-08 19:50:47,76.33,retail,1,19,0,0,0,0
TXN0001365,2024-04-08 19:54:01,176.97,restaurant,1,19,0,0,0,0
TXN0001366,2024-04-08 21:20:09,32.09,retail,1,21,0,0,0,0
TXN0001367,2024-04-08 21:40:21,511.07,retail,1,21,0,0,0,0
TXN0001368,2024-04-09 08:50:09,43.77,restaurant,0,8,1,0,0,0
TXN0001369,2024-04-09 11:51:27,6.87,grocery,1,11,1,0,0,0
TXN0001370,2024-04-09 13:45:57,16.87,grocery,0,13,1,0,0,0
TXN0001371,2024-04-09 15:05:25,21.17,grocery,0,15,1,0,0,0
TXN0001372,2024-04-09 16:51:04,67.39,healthcare,0,16,1,0,0,0
TXN0001373,2024-04-09 17:07:11,10.63,restaurant,1,17,1,0,0,0
TXN0001374,2024-04-09 19:14:39,23.16,grocery,1,19,1,0,0,0
TXN0001375,2024-04-09 23:25:04,27.3,fuel,0,23,1,0,0,0
TXN0001376,2024-04-10 00:54:35,19.34,grocery,0,0,2,0,0,0
TXN0001377,2024-04-10 01:25:02,87.68,restaurant,0,1,2,0,0,0
TXN0001378,2024-04-10 06:23:55,71.49,online,1,6,2,0,0,0
TXN0001379,2024-04-10 07:28:02,134.27,fuel,1,7,2,0,0,0
TXN0001380,2024-04-10 07:34:56,22.26,online,0,7,2,0,0,0
TXN0001381,2024-04-10 09:16:18,140.19,retail,0,9,2,0,0,0
TXN0001382,2024-04-10 09:51:35,6.44,healthcare,1,9,2,0,0,0
TXN0001383,2024-04-10 10:20:10,6.26,grocery,0,10,2,0,0,0
TXN0001384,2024-04-10 14:36:38,7.72,healthcare,1,14,2,0,0,0
TXN0001385,2024-04-10 16:25:18,33.48,online,1,16,2,0,0,0
TXN0001386,2024-04-10 17:05:34,140.17,fuel,1,17,2,0,0,0
TXN0001387,2024-04-10 19:34:35,16.08,restaurant,1,19,2,0,0,0
TXN0001388,2024-04-10 22:33:48,18.69,grocery,1,22,2,0,0,0
TXN0001389,2024-04-10 22:43:09,25.55,travel,1,22,2,0,0,0
TXN0001390,2024-04-11 00:24:53,65.85,retail,1,0,3,0,0,0
TXN0001391,2024-04-11 01:10:37,18.67,retail,1,1,3,0,0,0
TXN0001392,2024-04-11 01:45:29,17.46,fuel,1,1,3,0,0,0
TXN0001393,2024-04-11 03:35:07,6.59,retail,1,3,3,0,0,0
TXN0001394,2024-04-11 09:07:02,16.68,restaurant,0,9,3,1,0,0
TXN0001395,2024-04-11 11:28:25,136.04,restaurant,0,11,3,1,0,0
TXN0001396,2024-04-11 11:56:30,36.93,grocery,1,11,3,0,0,0
TXN0001397,2024-04-11 12:16:22,13.63,grocery,1,12,3,0,0,0
TXN0001398,2024-04-11 22:38:46,145.97,grocery,0,22,3,0,0,0
TXN0001399,2024-04-11 23:08:53,16.41,online,0,23,3,1,0,0
TXN0001400,2024-04-12 00:18:33,181.99,travel,0,0,4,0,0,1
TXN0001401,2024-04-12 01:36:51,178.45,retail,0,1,4,0,0,0
TXN0001402,2024-04-12 04:07:37,35.42,restaurant,1,4,4,0,0,0
TXN0001403,2024-04-12 09:15:19,5.48,travel,0,9,4,0,1,0
TXN0001404,2024-04-12 09:31:16,516.67,online,1,9,4,0,0,0
TXN0001405,2024-04-12 09:48:32,52.71,entertainment,0,9,4,0,1,0
TXN0001406,2024-04-12 10:09:22,22.45,retail,0,10,4,0,0,0
TXN0001407,2024-04-12 10:24:25,104.31,online,0,10,4,0,0,0
TXN0001408,2024-04-12 10:38:29,76.92,retail,1,10,4,0,1,0
TXN0001409,2024-04-12 12:39:08,159.67,retail,1,12,4,0,0,0
TXN0001410,2024-04-12 14:28:22,14.96,entertainment,1,14,4,0,0,0
TXN0001411,2024-04-12 15:36:28,48.53,restaurant,1,15,4,0,0,0
TXN0001412,2024-04-12 16:55:22,7.98,restaurant,0,16,4,0,0,0
TXN0001413,2024-04-13 00:15:17,73.67,restaurant,0,0,5,0,0,0
TXN0001414,2024-04-13 00:45:24,32.22,retail,1,0,5,0,0,0
TXN0001415,2024-04-13 04:01:18,46.4,retail,0,4,5,0,0,0
TXN0001416,2024-04-13 04:12:45,27.78,travel,1,4,5,0,0,0
TXN0001417,2024-04-13 04:21:28,24.5,retail,1,4,5,0,0,0
TXN0001418,2024-04-13 05:29:21,11.68,grocery,1,5,5,0,0,0
TXN0001419,2024-04-13 05:43:48,85.5,entertainment,1,5,5,0,0,0
TXN0001420,2024-04-13 09:14:35,197.88,restaurant,0,9,5,0,0,0
TXN0001421,2024-04-13 11:38:30,16.98,fuel,0,11,5,0,0,0
TXN0001422,2024-04-13 15:02:16,64.34,grocery,0,15,5,0,0,0
TXN0001423,2024-04-13 16:17:22,55.62,retail,1,16,5,0,0,0
TXN0001424,2024-04-13 19:19:08,33.44,retail,0,19,5,0,0,0
TXN0001425,2024-04-13 20:34:41,5.3,online,1,20,5,0,0,0
TXN0001426,2024-04-13 20:35:24,6.95,grocery,1,20,5,0,0,0
TXN0001427,2024-04-13 20:44:11,12.97,entertainment,1,20,5,1,0,0
TXN0001428,2024-04-13 22:08:52,2.54,retail,0,22,5,0,0,0
TXN0001429,2024-04-13 22:14:33,179.4,retail,0,22,5,0,0,0
TXN0001430,2024-04-13 22:54:52,51.48,retail,1,22,5,0,0,0
TXN0001431,2024-04-14 00:55:00,31.95,grocery,0,0,6,0,0,0
TXN0001432,2024-04-14 01:40:20,2.39,retail,1,1,6,0,0,0
TXN0001433,2024-04-14 04:43:01,3.71,restaurant,1,4,6,0,0,1
TXN0001434,2024-04-14 09:46:27,33.02,restaurant,0,9,6,0,0,0
TXN0001435,2024-04-14 12:57:51,352.34,travel,0,12,6,0,0,0
